,area_name,district_name,name,result_protiv,result_unom_type,result_yavka,result_za,status,updated_at
255,Гольяново,ВАО,"Байкальская улица, дом 25, корпус 3",4.0,1,49.0,96.0,in_list,06.06
256,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 7",10.0,1,61.0,90.0,in_list,06.06
257,Гольяново,ВАО,"Байкальская улица, дом 25, корпус 4",6.0,1,57.0,94.0,in_list,06.06
258,Бабушкинский,СВАО,"улица Лётчика Бабушкина, дом 8",9.0,1,65.0,91.0,in_list,06.06
259,Гольяново,ВАО,"Байкальская улица, дом 30, корпус 1",6.0,1,59.0,94.0,in_list,06.06
260,Гольяново,ВАО,"Байкальская улица, дом 32",10.0,1,53.0,90.0,in_list,06.06
261,Можайский,ЗАО,"улица Багрицкого, дом 10, корпус 1",17.0,1,50.0,83.0,in_list,06.06
262,Гольяново,ВАО,"Байкальская улица, дом 33, корпус 1",6.0,1,63.0,94.0,in_list,06.06
263,Гольяново,ВАО,"Байкальская улица, дом 33, корпус 2",9.0,1,53.0,91.0,in_list,06.06
264,Можайский,ЗАО,"улица Багрицкого, дом 16, корпус 1",18.0,1,49.0,82.0,in_list,06.06
265,Гольяново,ВАО,"Байкальская улица, дом 33, корпус 3",6.0,1,58.0,94.0,in_list,06.06
266,Можайский,ЗАО,"улица Багрицкого, дом 16, корпус 2",18.0,1,47.0,82.0,in_list,06.06
267,Гольяново,ВАО,"Байкальская улица, дом 33, корпус 4",6.0,1,52.0,94.0,in_list,06.06
268,Гольяново,ВАО,"Байкальская улица, дом 34",5.0,1,55.0,95.0,in_list,06.06
269,Гольяново,ВАО,"Байкальская улица, дом 36",5.0,1,55.0,95.0,in_list,06.06
270,Можайский,ЗАО,"улица Багрицкого, дом 28",23.0,1,52.0,77.0,in_list,06.06
271,Гольяново,ВАО,"Байкальская улица, дом 38, корпус 1",6.0,1,55.0,94.0,in_list,06.06
272,Можайский,ЗАО,"улица Багрицкого, дом 30",27.0,1,50.0,73.0,in_list,06.06
273,Можайский,ЗАО,"улица Багрицкого, дом 32",30.0,1,42.0,70.0,in_list,06.06
274,Гольяново,ВАО,"Байкальская улица, дом 41, корпус 1",6.0,1,48.0,94.0,in_list,06.06
275,Можайский,ЗАО,"улица Багрицкого, дом 6, корпус 1",5.0,1,65.0,95.0,in_list,06.06
276,Гольяново,ВАО,"Байкальская улица, дом 41, корпус 2",4.0,1,54.0,96.0,in_list,06.06
277,Гольяново,ВАО,"Байкальская улица, дом 41, корпус 3",2.0,1,47.0,98.0,in_list,06.06
278,Гольяново,ВАО,"Байкальская улица, дом 41, корпус 4",0.0,1,51.0,100.0,in_list,06.06
279,Гольяново,ВАО,"Байкальская улица, дом 44, корпус 3",4.0,1,58.0,96.0,in_list,06.06
280,Можайский,ЗАО,"улица Багрицкого, дом 8",23.0,1,48.0,77.0,in_list,06.06
281,Гольяново,ВАО,"Байкальская улица, дом 51, корпус 2",6.0,1,58.0,94.0,in_list,06.06
282,Ростокино,СВАО,"улица Бажова, дом 5",72.0,1,43.0,28.0,in_list,06.06
283,Проспект Вернадского,ЗАО,"улица Лобачевского, дом 82",5.0,1,57.0,95.0,in_list,06.06
284,Гольяново,ВАО,"Байкальская улица, дом 51, корпус 4",0.0,1,65.0,100.0,in_list,06.06
285,Люблино,ЮВАО,"Совхозная улица, дом 29",0.0,1,57.0,100.0,in_list,06.06
286,Даниловский,ЮАО,"1-й Павелецкий проезд, дом 1/42, корпус 1",8.0,1,74.0,92.0,in_list,06.06
287,Донской,ЮАО,"Варшавское шоссе, дом 4, корпус 3",4.0,1,100.0,96.0,in_list,06.06
288,Ростокино,СВАО,"улица Бажова, дом 7",70.0,1,66.0,30.0,in_list,06.06
289,Западное Дегунино,САО,"Базовская улица, дом 20",4.0,1,52.0,96.0,in_list,06.06
290,Басманный,ЦАО,"Бакунинская улица, дом 77, строение 3",0.0,1,70.0,100.0,in_list,06.06
291,Западное Дегунино,САО,"Базовская улица, дом 22",2.0,1,51.0,98.0,in_list,06.06
292,Нагорный,ЮАО,"Балаклавский проспект, дом 10, корпус 1",14.0,1,55.0,86.0,in_list,06.06
293,Нагорный,ЮАО,"Балаклавский проспект, дом 10, корпус 2",20.0,1,57.0,80.0,in_list,06.06
294,Западное Дегунино,САО,"Базовская улица, дом 22Б",0.0,1,46.0,100.0,in_list,06.06
295,Нагорный,ЮАО,"Балаклавский проспект, дом 12, корпус 1",8.0,1,63.0,92.0,in_list,06.06
296,Проспект Вернадского,ЗАО,"улица Удальцова, дом 57",8.0,1,64.0,92.0,in_list,06.06
297,Западное Дегунино,САО,"Базовская улица, дом 22В",0.0,1,59.0,100.0,in_list,06.06
298,Нагорный,ЮАО,"Балаклавский проспект, дом 12, корпус 2",11.0,1,59.0,89.0,in_list,06.06
299,Западное Дегунино,САО,"Базовская улица, дом 24",2.0,1,54.0,98.0,in_list,06.06
300,Западное Дегунино,САО,"Базовская улица, дом 24Б",0.0,1,56.0,100.0,in_list,06.06
301,Зюзино,ЮЗАО,"Балаклавский проспект, дом 34, корпус 1",3.0,1,56.0,97.0,in_list,06.06
302,Западное Дегунино,САО,"Базовская улица, дом 26",0.0,1,59.0,100.0,in_list,06.06
303,Зюзино,ЮЗАО,"Балаклавский проспект, дом 34, корпус 2",4.0,1,59.0,96.0,in_list,06.06
304,Западное Дегунино,САО,"Базовская улица, дом 4, корпус 1",0.0,1,60.0,100.0,in_list,06.06
305,Зюзино,ЮЗАО,"Балаклавский проспект, дом 34, корпус 3",0.0,1,56.0,100.0,in_list,06.06
306,Зюзино,ЮЗАО,"Балаклавский проспект, дом 34, корпус 4",11.0,1,46.0,89.0,in_list,06.06
307,Западное Дегунино,САО,"Базовская улица, дом 4Б",0.0,1,55.0,100.0,in_list,06.06
308,Зюзино,ЮЗАО,"Балаклавский проспект, дом 34, корпус 5",6.0,1,52.0,94.0,in_list,06.06
309,Текстильщики,ЮВАО,"улица Артюхиной, дом 25",17.0,1,58.0,83.0,in_list,06.06
310,Текстильщики,ЮВАО,"улица Артюхиной, дом 27",6.0,1,83.0,94.0,in_list,06.06
311,Западное Дегунино,САО,"Базовская улица, дом 6/27",0.0,1,54.0,100.0,in_list,06.06
312,Зюзино,ЮЗАО,"Балаклавский проспект, дом 34, корпус 6",7.0,1,54.0,93.0,in_list,06.06
313,Зюзино,ЮЗАО,"Балаклавский проспект, дом 36, корпус 1",3.0,1,57.0,97.0,in_list,06.06
314,Гольяново,ВАО,"Байкальская улица, дом 16, корпус 1",10.0,1,60.0,90.0,in_list,06.06
315,Зюзино,ЮЗАО,"Балаклавский проспект, дом 36, корпус 2",3.0,1,63.0,97.0,in_list,06.06
316,Гольяново,ВАО,"Байкальская улица, дом 16, корпус 2",13.0,1,48.0,87.0,in_list,06.06
317,Зюзино,ЮЗАО,"Балаклавский проспект, дом 36, корпус 3",8.0,1,51.0,92.0,in_list,06.06
318,Гольяново,ВАО,"Байкальская улица, дом 16, корпус 3",6.0,1,50.0,94.0,in_list,06.06
319,Зюзино,ЮЗАО,"Балаклавский проспект, дом 36, корпус 4",3.0,1,54.0,97.0,in_list,06.06
320,Гольяново,ВАО,"Байкальская улица, дом 16, корпус 4",0.0,1,82.0,100.0,in_list,06.06
321,Филёвский Парк,ЗАО,"улица Барклая, дом 7/1, корпус 2",0.0,1,55.0,100.0,in_list,06.06
322,Солнцево,ЗАО,"Боровский проезд, дом 3",14.0,1,47.0,86.0,in_list,06.06
323,Даниловский,ЮАО,"2-й Кожуховский проезд, дом 15, корпус 1",48.0,1,77.0,52.0,in_list,06.06
324,Солнцево,ЗАО,"Боровский проезд, дом 5",17.0,1,58.0,83.0,in_list,06.06
325,Гольяново,ВАО,"Байкальская улица, дом 17, корпус 1",6.0,1,55.0,94.0,in_list,06.06
326,Нижегородский,ЮВАО,"Басовская улица, дом 2",11.0,1,93.0,89.0,in_list,06.06
327,Гольяново,ВАО,"Байкальская улица, дом 17, корпус 2",9.0,1,46.0,91.0,in_list,06.06
328,Нижегородский,ЮВАО,"Басовская улица, дом 4",16.0,1,71.0,84.0,in_list,06.06
329,Гольяново,ВАО,"Байкальская улица, дом 17, корпус 3",8.0,1,55.0,92.0,in_list,06.06
330,Нижегородский,ЮВАО,"Басовская улица, дом 6",14.0,1,93.0,86.0,in_list,06.06
331,Солнцево,ЗАО,"Родниковая улица, дом 4",0.0,1,66.0,100.0,in_list,06.06
332,Нагатино-Садовники,ЮАО,"Варшавское шоссе, дом 59, корпус 4",0.0,1,68.0,100.0,in_list,06.06
333,Гольяново,ВАО,"Байкальская улица, дом 17, корпус 4",2.0,1,50.0,98.0,in_list,06.06
334,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 1, корпус 1",13.0,1,50.0,87.0,in_list,06.06
335,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 1, корпус 2",7.0,1,47.0,93.0,in_list,06.06
336,Гольяново,ВАО,"Байкальская улица, дом 25, корпус 1",15.0,1,53.0,85.0,in_list,06.06
337,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 1, корпус 6",25.0,1,60.0,75.0,in_list,06.06
338,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 1, корпус 7",3.0,1,50.0,97.0,in_list,06.06
339,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 1",3.0,1,63.0,97.0,in_list,06.06
340,Нагатино-Садовники,ЮАО,"Каширское шоссе, дом 11, корпус 3",0.0,6,0.0,0.0,in_list,06.06
341,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 2",20.0,1,58.0,80.0,in_list,06.06
342,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 3",9.0,1,57.0,91.0,in_list,06.06
343,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 4",10.0,1,48.0,90.0,in_list,06.06
344,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 5",8.0,1,42.0,92.0,in_list,06.06
345,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 6",0.0,1,60.0,100.0,in_list,06.06
346,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 3, корпус 7",9.0,1,57.0,91.0,in_list,06.06
347,Хорошёво-Мнёвники,СЗАО,"улица Демьяна Бедного, дом 7",45.0,1,50.0,55.0,in_list,06.06
348,Филёвский Парк,ЗАО,"Береговой проезд, дом 7, корпус 1",25.0,1,63.0,75.0,in_list,06.06
349,Филёвский Парк,ЗАО,"Береговой проезд, дом 9, корпус 1",12.0,1,58.0,88.0,in_list,06.06
350,Отрадное,СВАО,"Берёзовая аллея, дом 10/1",41.0,1,63.0,59.0,in_list,06.06
351,Отрадное,СВАО,"Берёзовая аллея, дом 14",7.0,1,58.0,93.0,in_list,06.06
352,Бескудниковский,САО,"Бескудниковский бульвар, дом 44",6.0,1,58.0,94.0,in_list,06.06
353,Бескудниковский,САО,"Бескудниковский бульвар, дом 45",6.0,1,56.0,94.0,in_list,06.06
354,Бескудниковский,САО,"Бескудниковский бульвар, дом 46, корпус 2",0.0,1,72.0,100.0,in_list,06.06
355,Бескудниковский,САО,"Бескудниковский бульвар, дом 46, корпус 3",2.0,1,60.0,98.0,in_list,06.06
356,Бескудниковский,САО,"Бескудниковский бульвар, дом 47",4.0,1,47.0,96.0,in_list,06.06
357,Бескудниковский,САО,"Бескудниковский бульвар, дом 48, корпус 1",1.0,1,60.0,99.0,in_list,06.06
358,Бескудниковский,САО,"Бескудниковский бульвар, дом 48, корпус 3",2.0,1,55.0,98.0,in_list,06.06
359,Кунцево,ЗАО,"улица Боженко, дом 11, корпус 1",8.0,1,55.0,92.0,in_list,06.06
360,Бескудниковский,САО,"Бескудниковский бульвар, дом 48, корпус 4",2.0,1,56.0,98.0,in_list,06.06
361,Кунцево,ЗАО,"улица Боженко, дом 11, корпус 2",6.0,1,64.0,94.0,in_list,06.06
362,Кунцево,ЗАО,"улица Боженко, дом 12, корпус 1",6.0,1,68.0,94.0,in_list,06.06
363,Нагорный,ЮАО,"Артековская улица, дом 7, корпус 1",0.0,1,69.0,100.0,in_list,06.06
364,Бескудниковский,САО,"Бескудниковский бульвар, дом 48, корпус 5",2.0,1,64.0,98.0,in_list,06.06
365,Кунцево,ЗАО,"улица Боженко, дом 12, корпус 2",15.0,1,56.0,85.0,in_list,06.06
366,Нагорный,ЮАО,"Артековская улица, дом 7, корпус 6",0.0,1,66.0,100.0,in_list,06.06
367,Бескудниковский,САО,"Бескудниковский бульвар, дом 48, корпус 6",2.0,1,64.0,98.0,in_list,06.06
368,Бескудниковский,САО,"Бескудниковский бульвар, дом 48, корпус 7",2.0,1,57.0,98.0,in_list,06.06
